master_key,wt_name,wt_image,rw_name,rw_image_name,nation,wt_display_name_new,clean_key,stats_role,stats_rank,stats_br_rb,stats_max_speed,stats_climb,wiki_nation,wiki_friendly_name
ro_43,Ro 43,ro_43.png,Ro 43,RW_ro_43_rw.png,Italy,Ro.43,ro43,Hydroplane,I,1,"at 4,000 m 412388426399 km/h",13.611.316.311.4 m/s,Italy,Ro.43
ro_44,Ro 44,ro_44.png,Ro 44,RW_ro_44_rw.png,Italy,Ro.44,ro44,Fighter,I,1,"at 2,000 m 303277318287 km/h",118.114.78.1 m/s,Italy,Ro.44
ro_57_quadriarma,Ro 57 Quadriarma,ro_57_quadriarma.png,Ro 57 Quadriarma,RW_ro_57_quadriarma_rw.png,Italy,Ro.57 Quadriarma,ro57quadriarma,Strike aircraft,II,2.7,"at 5,000 m 466436481450 km/h",12.5101510.2 m/s,Italy,Ro.57 Quadriarma
s_199,S 199,s_199.png,S 199,RW_s_199_rw.png,STILL_NOT_FOUND,S 199,s199,Fighter,IV,3.3,"at 6,000 m 579 km/h",9.3 m/s,Israel,Sakeen
s_81_ar125,S 81 Ar125,s_81_ar125.png,S 81 Ar125,RW_s_81_ar125_rw.png,STILL_NOT_FOUND,S.81,s81ar125,Bomber,I,1.3,"at 4,000 m 335 km/h",6.3 m/s,Italy,S.81
saab_105g,Saab 105G,saab_105g.png,SAAB-105G,RW_saab_105g_rw.png,Sweden,SAAB-105G,saab105g,Strike aircraft,V,8.3,"at 1,000 m 947929958936 km/h",4632.357.535.8 m/s,Sweden,SAAB-105G
saab_105oe,Saab 105Oe,saab_105oe.png,SAAB-105OE,RW_saab_105oe_rw.png,Sweden,SAAB-105OE,saab105oe,Strike aircraft,V,8.3,"at 1,000 m 947929958936 km/h",4632.357.535.8 m/s,Sweden,SAAB-105OE
saab_a21a_3,Saab A21A 3,saab_a21a_3.png,Saab A21A 3,RW_saab_a21a_3_rw.png,Sweden,A21A-3,saaba21a3,Fighter,IV,4.3,"at 4,300 m 640 km/h",15.5 m/s,Sweden,A21A-3
saab_a21rb,Saab A21Rb,saab_a21rb.png,Saab A21Rb,RW_saab_a21rb_rw.png,Sweden,A21RB,saaba21rb,Fighter,V,6.7,"at 2,000 m 850788878811 km/h",24.520.228.421 m/s,Sweden,A21RB
saab_a32a,Saab A32A,saab_a32a.png,Saab A32A,RW_saab_a32a_rw.png,Sweden,A32A,saaba32a,Strike aircraft,VI,9,"at 0 m 1,094 km/h",55 m/s,Sweden,A32A
saab_a32a_red_adam,Saab A32A Red Adam,saab_a32a_red_adam.png,Saab A32A Red Adam,RW_saab_a32a_red_adam_rw.png,Sweden,A32A Roˆd Adam,saaba32aredadam,Strike aircraft,VI,9,"at 0 m 1,094 km/h",55 m/s,Sweden,A32A Röd Adam
saab_aj37,Saab Aj37,saab_aj37.png,Saab Aj37,RW_saab_aj37_rw.png,Sweden,AJ37,saabaj37,Strike aircraft,VII,10.3,"at 11,000 m 1,948 km/h",190 m/s,Sweden,AJ37
saab_ajs37,Saab Ajs37,saab_ajs37.png,Saab Ajs37,RW_saab_ajs37_rw.png,Sweden,AJS37,saabajs37,Strike aircraft,VII,11,"at 11,000 m 1,948 km/h",190 m/s,Sweden,AJS37
saab_b17a,Saab B17A,saab_b17a.png,Saab B17A,RW_saab_b17a_rw.png,Sweden,B17A,saabb17a,Bomber,I,1.7,"at 4,200 m 435402462411 km/h",10.58.213.38.5 m/s,Sweden,B17A
saab_b17b,Saab B17B,saab_b17b.png,Saab B17B,RW_saab_b17b_rw.png,Sweden,B17B,saabb17b,Bomber,I,1.3,"at 3,900 m 395 km/h",64.1 m/s,Sweden,B17B
saab_b17bs,Saab B17Bs,saab_b17bs.png,Saab B17Bs,RW_saab_b17bs_rw.png,Sweden,S17BS,saabb17bs,Bomber,I,1,"at 3,900 m 395 km/h",64.1 m/s,Sweden,S17BS
saab_b18a,Saab B18A,saab_b18a.png,Saab B18A,RW_saab_b18a_rw.png,Sweden,Saab B18A,saabb18a,Bomber,II,2.7,"at 4,000 m 465 km/h",74.1 m/s,Sweden,B18A
saab_b18b,Saab B18B,saab_b18b.png,Saab B18B,RW_saab_b18b_rw.png,Sweden,B18B,saabb18b,Bomber,III,4,"at 6,000 m 570 km/h",11.5 m/s,Sweden,B18B
saab_b3c,Saab B3C,saab_b3c.png,Saab B3C,RW_saab_b3c_rw.png,Sweden,B3C,saabb3c,Bomber,I,1.3,"at 5,600 m 395 km/h",7.7 m/s,Sweden,B3C
saab_f35_wdns,Saab F35 Wdns,saab_f35_wdns.png,Saab F35 Wdns,RW_saab_f35_wdns_rw.png,Sweden,Saab F35 Wdns,saabf35wdns,Strike aircraft,VII,10.3,"at 9,000 m 2,232 km/h",155 m/s,Sweden,Saab F-35
saab_j21a_1,Saab J21A 1,saab_j21a_1.png,Saab J21A 1,RW_saab_j21a_1_rw.png,Sweden,J21A-1,saabj21a1,Fighter,IV,4.3,"at 4,300 m 640 km/h",15.5 m/s,Sweden,J21A-1
saab_j21a_2,Saab J21A 2,saab_j21a_2.png,Saab J21A 2,RW_saab_j21a_2_rw.png,Sweden,J21A-2,saabj21a2,Fighter,IV,4.3,"at 4,300 m 640 km/h",15.5 m/s,Sweden,J21A-2
saab_j21ra,Saab J21Ra,saab_j21ra.png,Saab J21Ra,RW_saab_j21ra_rw.png,Sweden,J21RA,saabj21ra,Fighter,V,6.7,"at 4,000 m 799742837763 km/h",2117.324.418 m/s,Sweden,J21RA
saab_j29a,Saab J29A,saab_j29a.png,Saab J29A,RW_saab_j29a_rw.png,Sweden,J29A,saabj29a,Fighter,V,7.7,"at 0 m 1,015 km/h",25 m/s,Sweden,J29A
saab_j29b,Saab J29B,saab_j29b.png,Saab J29B,RW_saab_j29b_rw.png,Sweden,A29B,saabj29b,Fighter,V,7.7,"at 0 m 1,0159621,027993 km/h",2518.331.319.5 m/s,Sweden,A29B
saab_j29d,Saab J29D,saab_j29d.png,Saab J29D,RW_saab_j29d_rw.png,Sweden,J29D,saabj29d,Jet fighter,V,8.3,"at 0 m 1,040 km/h",594 m/s,Sweden,J29D
saab_j29f,Saab J29F,saab_j29f.png,Saab J29F,RW_saab_j29f_rw.png,Sweden,J29F,saabj29f,Fighter,VI,9,"at 0 m 1,040 km/h",59 m/s,Sweden,J29F
saab_j32b,Saab J32B,saab_j32b.png,Saab J32B,RW_saab_j32b_rw.png,Sweden,J32B,saabj32b,Fighter,VI,9.3,"at 0 m 1,140 km/h",101.7 m/s,Sweden,J32B
saab_j35a,Saab J35A,saab_j35a.png,Saab J35A,RW_saab_j35a_rw.png,Sweden,Saab F-35,saabj35a,Fighter,VI,9.3,"at 9,000 m 2,250 km/h",165 m/s,Sweden,J35A
saab_j35d,Saab J35D,saab_j35d.png,Saab J35D,RW_saab_j35d_rw.png,Sweden,J35D,saabj35d,Fighter,VII,10,"at 9,000 m 2,250 km/h",180 m/s,Sweden,J35D
saab_j35xs,Saab J35Xs,saab_j35xs.png,SaabÂ J35XS,RW_saab_j35xs_rw.png,Sweden,Saab J35XS,saabj35xs,Fighter,VII,10.3,"at 9,000 m 2,250 km/h",177 m/s,Sweden,Saab J35XS
saab_ja37,Saab Ja37,saab_ja37.png,Saab Ja37,RW_saab_ja37_rw.png,Sweden,JA37C,saabja37,Fighter,VII,11.3,"at 11,000 m 1,998 km/h",200 m/s,Sweden,JA37C
saab_ja37d,Saab Ja37D,saab_ja37d.png,Saab Ja37D,RW_saab_ja37d_rw.png,Sweden,JA37D,saabja37d,Fighter,VIII,12,"at 11,000 m 1,998 km/h",200 m/s,Sweden,JA37D
saab_ja37di,Saab Ja37Di,saab_ja37di.png,Saab Ja37Di,RW_saab_ja37di_rw.png,Sweden,JA37DI,saabja37di,Fighter,VIII,13,"at 11,000 m 1,9981,8772,0621,924 km/h",200157.8234.2168.4 m/s,Sweden,JA37DI
saab_ja37di_f21,Saab Ja37Di F21,saab_ja37di_f21.png,Saab Ja37Di F21,RW_saab_ja37di_f21_rw.png,Sweden,JA37DI F21,saabja37dif21,Fighter,VIII,13,"at 11,000 m 1,998 km/h",200 m/s,Sweden,JA37DI F21
saab_jas39a,Saab Jas39A,saab_jas39a.png,Saab Jas39A,RW_saab_jas39a_rw.png,Sweden,JAS39A,saabjas39a,Fighter,VIII,13,"at 11,000 m 2,240 km/h",245 m/s,Sweden,JAS39A
saab_jas39c,Saab Jas39C,saab_jas39c.png,Saab Jas39C,RW_saab_jas39c_rw.png,Sweden,JAS39C,saabjas39c,Fighter,VIII,,"at 11,000 m 2,240 km/h",245 m/s,Sweden,JAS39C
saab_jas39c_hungary,Saab Jas39C Hungary,saab_jas39c_hungary.png,Saab Jas39C Hungary,RW_saab_jas39c_hungary_rw.png,STILL_NOT_FOUND,JAS39EBS HU C,saabjas39c,Fighter,VIII,,"at 11,000 m 2,240 km/h",245 m/s,Sweden,JAS39C
saab_jas39c_south_africa,Saab Jas39C South Africa,saab_jas39c_south_africa.png,Saab Jas39C South Africa,RW_saab_jas39c_south_africa_rw.png,STILL_NOT_FOUND,Saab Jas39C South Africa,saabjas39csouthafrica,Fighter,VIII,,"at 11,000 m 2,240 km/h",245 m/s,Great Britain,▄JAS39C
saab_jas39c_thailand,Saab Jas39C Thailand,saab_jas39c_thailand.png,Saab Jas39C Thailand,RW_saab_jas39c_thailand_rw.png,STILL_NOT_FOUND,Saab Jas39C Thailand,saabjas39cthailand,Fighter,VIII,13.7,"at 11,000 m 2,240 km/h",245 m/s,Japan,▄JAS39C
saab_sk60b,Saab Sk60B,saab_sk60b.png,Saab Sk60B,RW_saab_sk60b_rw.png,Sweden,SK60B,saabsk60b,Strike aircraft,V,7,"at 6,000 m 792 km/h",22.7 m/s,Sweden,SK60B
saab_t18b_1,Saab T18B 1,saab_t18b_1.png,Saab T18B 1,RW_saab_t18b_1_rw.png,Sweden,T18B,saabt18b1,Bomber,III,4.3,"at 6,000 m 595555621572 km/h",10.37.214.17.2 m/s,Sweden,T18B
saab_t18b_2,Saab T18B 2,saab_t18b_2.png,Saab T18B 2,RW_saab_t18b_2_rw.png,Sweden,T18B (57),saabt18b2,Bomber,III,4.3,"at 6,000 m 592552617569 km/h",10.17.1147.1 m/s,Sweden,T18B (57)
sagittario_2,Sagittario 2,sagittario_2.png,SagittarioÂ 2,RW_sagittario_2_rw.png,Italy,Sagittario 2,sagittario2,Jet fighter,VI,9.3,"at 0 m 1,050 km/h",45 m/s,Italy,Sagittario 2
sakeen,Sakeen,p-40c_china.png,Sakeen,RW_sakeen.png,,Sakeen,sakeen,Fighter,IV,3.3,"at 6,000 m 579 km/h",9.3 m/s,Israel,Sakeen
sb_25j_netherlands,Sb 25J Netherlands,sb_25j_netherlands.png,Sb 25J Netherlands,RW_sb_25j_netherlands_rw.png,STILL_NOT_FOUND,Sb 25J Netherlands,sb25jnetherlands,Bomber,III,3.7,"at 3,049 m 444 km/h",7.7 m/s,France,◘SB-25J
sb_2m_100,Sb 2M 100,sb_2m_100.png,Sb 2M 100,RW_sb_2m_100_rw.png,USSR,SB 2M-100A,sb2m100,Bomber,I,1,"at 4,000 m 423 km/h",8.9 m/s,USSR,SB 2M-100A
sb_2m_103_mv3,Sb 2M 103 Mv3,sb_2m_103_mv3.png,Sb 2M 103 Mv3,RW_sb_2m_103_mv3_rw.png,USSR,SB 2M-103 MV-3,sb2m103mv3,Bomber,I,1.7,"at 4,500 m 450 km/h",9.6 m/s,USSR,SB 2M-103 MV-3
sb_2m_103c,Sb 2M 103C,sb_2m_103c.png,Sb 2M 103C,RW_sb_2m_103c_rw.png,USSR,SB 2M-103,sb2m103c,Bomber,I,2,"at 4,000 m 419391432405 km/h",9.37.411.37.5 m/s,USSR,SB 2M-103
sb_2m_103u,Sb 2M 103U,sb_2m_103u.png,SBÂ 2M-103U,RW_sb_2m_103u_rw.png,China,SB 2M-103U,sb2m103u,Bomber,I,2.3,"at 4,500 m 450415472430 km/h",9.66.513.76.5 m/s,USSR,SB 2M-103U
sb_2m_103u_china,Sb 2M 103U China,sb_2m_103u_china.png,Sb 2M 103U China,RW_sb_2m_103u_china_rw.png,USSR,Sb 2M 103U China,sb2m103uchina,Bomber,II,2.3,"at 4,000 m 423388445403 km/h",8.95.8135.8 m/s,China,␗SB 2M-103U
sb_2m_103u_mv3,Sb 2M 103U Mv3,sb_2m_103u_mv3.png,Sb 2M 103U Mv3,RW_sb_2m_103u_mv3_rw.png,USSR,SB 2M-103U MV-3,sb2m103umv3,Bomber,I,2.3,"at 4,500 m 450 km/h",9.6 m/s,USSR,SB 2M-103U MV-3
sb_2m_105,Sb 2M 105,sb_2m_105.png,SBÂ 2M-105,RW_sb_2m_105_rw.png,USSR,SB 2M-105,sb2m105,Bomber,I,2.7,"at 4,700 m 466 km/h",12.7 m/s,USSR,SB 2M-105
sb2c_1c,Sb2C 1C,sb2c_1c.png,SB2C-1C,RW_sb2c_1c_rw.png,USA,SB2C-1C,sb2c1c,Dive bomber,II,3,"at 4,084 m 450 km/h",6.1 m/s,USA,SB2C-1C
sb2c_4,Sb2C 4,sb2c_4.png,SB2C-4,RW_sb2c_4_rw.png,USA,SB2C-4,sb2c4,Dive bomber,II,3.7,"at 4,998 m 459 km/h",6.1 m/s,USA,SB2C-4
sb2c_5_france,Sb2C 5 France,sb2c_5_france.png,Sb2C 5 France,RW_sb2c_5_france_rw.png,France,SB2C-5,sb2c5france,Bomber,III,3.7,"at 4,998 m 459 km/h",6.1 m/s,France,▄SB2C-5
sb2c_5_thailand,Sb2C 5 Thailand,sb2c_5_thailand.png,Sb2C 5 Thailand,RW_sb2c_5_thailand_rw.png,Japan,SB2C-5 (Thailand),sb2c5thailand,Bomber,III,3.7,"at 4,998 m 459 km/h",6.1 m/s,Japan,▄SB2C-5
sb2u_2,Sb2U-2,sb2u-2.png,SB2U-2,RW_sb2u_2_rw.png,USA,SB2U-2,sb2u2,Bomber,I,1,"at 4,084 m 360 km/h",6.2 m/s,USA,SB2U-2
sb2u_3,Sb2U-3,sb2u-3.png,SB2U-3,RW_sb2u_3_rw.png,USA,SB2U-3,sb2u3,Bomber,I,1.7,"at 4,084 m 360 km/h",6.2 m/s,USA,SB2U-3
sbd_3,Sbd-3,sbd-3.png,SBD-3,RW_sbd_3_rw.png,USA,SBD-3,sbd3,Dive bomber,I,2,"at 4,500 m 439409456422 km/h",9.87.8127.9 m/s,USA,SBD-3
sc_1,Sc 1,sc_1.png,SC-1,RW_sc_1_rw.png,USA,SC-1,sc1,Fighter,I,1.7,378 km/h at 670 m,10.6 m/s,USA,SC-1
scimitar_f1,Scimitar F1,scimitar_f1.png,Scimitar F1,RW_scimitar_f1_rw.png,Great Britain,Scimitar F Mk.1,scimitarf1,Fighter,VI,8.7,"at 0 m 1,163 km/h",102 m/s,Great Britain,Scimitar F Mk.1
sea_fury_fb11,Sea Fury Fb11,sea_fury_fb11.png,Sea Fury Fb11,RW_sea_fury_fb11_rw.png,Great Britain,Sea Fury FB 11,seafuryfb11,Fighter,IV,5.7,"at 6,096 m 724679757697 km/h",2217.927.117.9 m/s,Great Britain,Sea Fury FB 11
sea_fury_fb51,Sea Fury Fb51,sea_fury_fb51.png,Sea Fury Fb51,RW_sea_fury_fb51_rw.png,France,Sea Fury FB 51,seafuryfb51,Fighter,IV,5.7,"at 6,096 m 724 km/h",22.1 m/s,France,◘Sea Fury FB 51
sea_gladiator_mk_i,Sea Gladiator Mk I,gladiator_mk2_navy.png,Sea Gladiator Mk I,RW_sea_gladiator_mk_i.png,,Sea Gladiator Mk I,seagladiatormki,Fighter,I,1,"at 4,420 m 414387428400 km/h",15.713.118.613.1 m/s,Great Britain,Sea Gladiator Mk I
sea_harrier_fa2,Sea Harrier Fa2,sea_harrier_fa2.png,Sea Harrier Fa2,RW_sea_harrier_fa2_rw.png,Great Britain,Sea Harrier FA 2,seaharrierfa2,Fighter,VIII,13,"at 0 m 1,135 km/h",101.7 m/s,Great Britain,Sea Harrier FA 2
sea_hawk_fga50_netherlands,Sea Hawk Fga50 Netherlands,sea_hawk_fga50_netherlands.png,Sea Hawk Fga50 Netherlands,RW_sea_hawk_fga50_netherlands_rw.png,STILL_NOT_FOUND,Sea Hawk Fga50 Netherlands,seahawkfga50netherlands,Fighter,V,8.3,at 0 m 933860978890 km/h,3224.538.826 m/s,France,◘Sea Hawk Mk.50
sea_hawk_fga6,Sea Hawk Fga6,sea_hawk_fga6.png,Sea Hawk Fga6,RW_sea_hawk_fga6_rw.png,Great Britain,Sea Hawk FGA.6,seahawkfga6,Fighter,V,8,at 0 m 933860978890 km/h,3224.538.826 m/s,Great Britain,Sea Hawk FGA.6
sea_hawk_mk100,Sea Hawk Mk100,sea_hawk_mk100.png,Sea Hawk Mk100,RW_sea_hawk_mk100_rw.png,Germany,Sea Hawk Mk.50,seahawkmk100,Fighter,V,8.3,at 0 m 933860978890 km/h,3224.538.826 m/s,Germany,◄Sea Hawk Mk.100
sea_hurricane_mk_ib,Sea Hurricane Mk IB,hurricane_mk1b.png,Sea Hurricane Mk IB,RW_sea_hurricane_mk_ib.png,,Sea Hurricane Mk IB,seahurricanemkib,Naval aircraft,II,2,"at 3,962 m 519 km/h",8.6 m/s,Great Britain,Sea Hurricane Mk IB
sea_venom_faw20,Sea Venom Faw20,sea_venom_faw20.png,Sea Venom Faw20,RW_sea_venom_faw20_rw.png,Great Britain,Sea Vixen F.A.W. Mk.2,seavenomfaw20,Fighter,V,7.7,"at 3,048 m 985 km/h",28.2 m/s,Great Britain,Sea Venom FAW 20
seafire_fr47,Seafire Fr47,seafire_fr47.png,Seafire Fr47,RW_seafire_fr47_rw.png,Great Britain,Seafire FR 47,seafirefr47,Fighter,IV,5.7,"at 7,467 m 744665796688 km/h",25.618.23518.2 m/s,Great Britain,Seafire FR 47
seafire_mk17,Seafire Mk17,seafire_mk17.png,Seafire Mk17,RW_seafire_mk17_rw.png,Great Britain,Seafire F Mk XVII,seafiremk17,Fighter,IV,5.3,"at 3,962 m 635584676606 km/h",24.219.53119.5 m/s,Great Britain,Seafire F Mk XVII
seafire_mk3,Seafire Mk3,seafire_mk3.png,Seafire Mk3,RW_seafire_mk3_rw.png,Great Britain,Seafire LF Mk.III,seafiremk3,Fighter,III,5,"at 3,963 m 592541627561 km/h",19.514.626.914.6 m/s,Great Britain,Seafire LF Mk.III
seafire_mk3_france,Seafire Mk3 France,seafire_mk3_france.png,Seafire Mk3 France,RW_seafire_mk3_france_rw.png,Great Britain,Seafire Mk3 France,seafiremk3france,Fighter,IV,5,"at 3,963 m 592541627561 km/h",19.514.626.914.6 m/s,France,▄Seafire LF Mk.III
shackleton_mr_mk_2,Shackleton Mr Mk 2,shackleton_mr_mk_2.png,Shackleton Mr Mk 2,RW_shackleton_mr_mk_2_rw.png,Great Britain,Shackleton MR.Mk.2,shackletonmrmk2,Bomber,IV,6,"at 3,000 m 515469551487 km/h",10.5715.77 m/s,Great Britain,Shackleton MR.Mk.2
shahak,Shahak,mirage_3cj.png,Shahak,RW_shahak.png,,Shahak,shahak,Fighter,VII,10,"at 12,000 m 2,160 km/h",140 m/s,Israel,Shahak
shenyang_f_5,Shenyang F-5,mig-17_f5.png,Shenyang F-5,RW_shenyang_f_5.png,,Shenyang F-5,shenyangf5,Fighter,VI,9,"at 2,000 m 1,114 km/h",70 m/s,China,Shenyang F-5
sm_79_1936,Sm 79 1936,sm_79_1936.png,Sm 79 1936,RW_sm_79_1936_rw.png,STILL_NOT_FOUND,Sm 79 1936,sm791936,Bomber,I,1.7,"at 4,000 m 430 km/h",5.9 m/s,Italy,S.M.79 serie 1
sm_79_1936_italy,Sm 79 1936 Italy,sm_79_1936_italy.png,Sm 79 1936 Italy,RW_sm_79_1936_italy_rw.png,STILL_NOT_FOUND,Sm 79 1936 Italy,sm791936,Bomber,I,1.7,"at 4,000 m 430 km/h",5.9 m/s,Italy,S.M.79 serie 1
sm_79_1937,Sm 79 1937,sm_79_1937.png,Sm 79 1937,RW_sm_79_1937_rw.png,STILL_NOT_FOUND,Sm 79 1937,sm791937,Bomber,II,2.3,"at 4,000 m 430403444416 km/h",5.94.47.44.5 m/s,Germany,▀S.M.79 serie 4
sm_79_1939,Sm 79 1939,sm_79_1939.png,Sm 79 1939,RW_sm_79_1939_rw.png,STILL_NOT_FOUND,Sm 79 1939,sm791939,Bomber,I,2,"at 4,000 m 430400447413 km/h",5.94.17.94.2 m/s,Italy,S.M.79 serie 8
sm_79_1939_italy,Sm 79 1939 Italy,sm_79_1939_italy.png,Sm 79 1939 Italy,RW_sm_79_1939_italy_rw.png,STILL_NOT_FOUND,Sm 79 1939 Italy,sm791939,Bomber,I,2,"at 4,000 m 430400447413 km/h",5.94.17.94.2 m/s,Italy,S.M.79 serie 8
sm_79_1941,Sm 79 1941,sm_79_1941.png,Sm 79 1941,RW_sm_79_1941_rw.png,STILL_NOT_FOUND,Sm 79 1941,sm791941,Bomber,II,2.3,"at 4,000 m 480443504458 km/h",5.93.39.33.3 m/s,Italy,S.M.79 AS
sm_79_1941_italy,Sm 79 1941 Italy,sm_79_1941_italy.png,Sm 79 1941 Italy,RW_sm_79_1941_italy_rw.png,STILL_NOT_FOUND,Sm 79 1941 Italy,sm791941,Bomber,II,2.3,"at 4,000 m 480443504458 km/h",5.93.39.33.3 m/s,Italy,S.M.79 AS
sm_79_1942,Sm 79 1942,sm_79_1942.png,Sm 79 1942,RW_sm_79_1942_rw.png,STILL_NOT_FOUND,Sm 79 1942,sm791942,Bomber,II,2.3,"at 3,800 m 457 km/h",5.9 m/s,Germany,▀S.M.79 bis/N
sm_79_1943,Sm 79 1943,sm_79_1943.png,Sm 79 1943,RW_sm_79_1943_rw.png,STILL_NOT_FOUND,Sm 79 1943,sm791943,Bomber,II,2.3,"at 4,000 m 430394457411 km/h",5.93.29.33.2 m/s,Italy,S.M.79 bis/T.M
sm_79_1943_italy,Sm 79 1943 Italy,sm_79_1943_italy.png,Sm 79 1943 Italy,RW_sm_79_1943_italy_rw.png,STILL_NOT_FOUND,Sm 79 1943 Italy,sm791943,Bomber,II,2.3,"at 4,000 m 430394457411 km/h",5.93.29.33.2 m/s,Italy,S.M.79 bis/T.M
sm_79_iar,Sm 79 Iar,sm_79_iar.png,Sm 79 Iar,RW_sm_79_iar_rw.png,STILL_NOT_FOUND,Sm 79 Iar,sm79iar,Bomber,II,2.3,"at 3,700 m 445 km/h",5.9 m/s,Italy,S.M.79 B
sm_79_iar_italy,Sm 79 Iar Italy,sm_79_iar_italy.png,Sm 79 Iar Italy,RW_sm_79_iar_italy_rw.png,STILL_NOT_FOUND,Sm 79 Iar Italy,sm79iar,Bomber,II,2.3,"at 3,700 m 445 km/h",5.9 m/s,Italy,S.M.79 B
sm_91,Sm 91,sm_91.png,Sm 91,RW_sm_91_rw.png,Italy,SM.91,sm91,Strike aircraft,II,3.7,"at 7,010 m 585545610561 km/h",129.215.59.2 m/s,Italy,SM.91
sm_92,Sm 92,sm_92.png,Sm 92,RW_sm_92_rw.png,Italy,SM.92,sm92,Strike aircraft,III,4,"at 6,500 m 630590656606 km/h",128.9168.9 m/s,Italy,SM.92
so_4050_vautour_2a,So 4050 Vautour 2A,so_4050_vautour_2a.png,So 4050 Vautour 2A,RW_so_4050_vautour_2a_rw.png,France,S.O.4050 Vautour IIA,so4050vautour2a,Bomber,VI,9,"at 0 m 1,100 km/h",52 m/s,France,Vautour IIA IDF/AF
so_4050_vautour_2a_iaf,So 4050 Vautour 2A Iaf,so_4050_vautour_2a_iaf.png,So 4050 Vautour 2A Iaf,RW_so_4050_vautour_2a_iaf_rw.png,France,Vautour IIA IDF/AF,so4050vautour2a,Bomber,VI,9,"at 0 m 1,100 km/h",52 m/s,France,Vautour IIA IDF/AF
so_4050_vautour_2a_israel_iaf,So 4050 Vautour 2A Israel Iaf,so_4050_vautour_2a_israel_iaf.png,So 4050 Vautour 2A Israel Iaf,RW_so_4050_vautour_2a_israel_iaf_rw.png,France,Vautour IIA,so4050vautour2aisrael,Bomber,VI,9,"at 0 m 1,100 km/h",52 m/s,Israel,Vautour IIA
so_4050_vautour_2b,So 4050 Vautour 2B,so_4050_vautour_2b.png,So 4050 Vautour 2B,RW_so_4050_vautour_2b_rw.png,France,S.O.4050 Vautour IIB,so4050vautour2b,Bomber,VI,9,"at 0 m 1,107 km/h",55 m/s,France,S.O.4050 Vautour IIB
so_4050_vautour_2n,So 4050 Vautour 2N,so_4050_vautour_2n.png,So 4050 Vautour 2N,RW_so_4050_vautour_2n_rw.png,France,S.O.4050 Vautour IIN,so4050vautour2n,Bomber,VI,9,"at 0 m 1,1071,0981,1131,101 km/h",5538.269.242.7 m/s,Israel,Vautour IIN
so_4050_vautour_2n_iaf,So 4050 Vautour 2N Iaf,so_4050_vautour_2n_iaf.png,So 4050 Vautour 2N Iaf,RW_so_4050_vautour_2n_iaf_rw.png,France,So 4050 Vautour 2N Iaf,so4050vautour2n,Bomber,VI,9,"at 0 m 1,1071,0981,1131,101 km/h",5538.269.242.7 m/s,Israel,Vautour IIN
so_4050_vautour_2n_late,So 4050 Vautour 2N Late,so_4050_vautour_2n_late.png,So 4050 Vautour 2N Late,RW_so_4050_vautour_2n_late_rw.png,France,S.O.4050 Vautour IIN (Late),so4050vautour2n,Bomber,VI,9,"at 0 m 1,1071,0981,1131,101 km/h",5538.269.242.7 m/s,Israel,Vautour IIN
so_8000_narval,So 8000 Narval,so_8000_narval.png,So 8000 Narval,RW_so_8000_narval_rw.png,France,S.O.8000 Narval,so8000narval,Fighter,IV,5.7,"at 8,000 m 700 km/h",16 m/s,France,S.O.8000 Narval
soc_1,Soc 1,soc_1.png,SOC-1,RW_soc_1_rw.png,USA,SOC-1,soc1,Bomber,I,1,"at 1,700 m 296 km/h",6.8 m/s,USA,SOC-1
spitfire_f_mk_xvi,Spitfire F Mk XVI,spitfire_xvi.png,Spitfire F Mk XVI,RW_spitfire_f_mk_xvi.png,,Spitfire F Mk XVI,spitfirefmkxvi,Fighter,III,5,"at 6,098 m 651604683624 km/h",22.317.529.217.5 m/s,Great Britain,Spitfire F Mk XVI
spitfire_f22,Spitfire F22,spitfire_f22.png,Spitfire F22,RW_spitfire_f22_rw.png,Great Britain,Spitfire F Mk 22,spitfiref22,Fighter,IV,6.7,"at 7,924 m 740684789705 km/h",23.718.531.518.5 m/s,Great Britain,Spitfire F Mk 22
spitfire_f24,Spitfire F24,spitfire_f24.png,Spitfire F24,RW_spitfire_f24_rw.png,Great Britain,Spitfire F Mk 24,spitfiref24,Fighter,IV,6.7,"at 7,315 m 778698837720 km/h",28.319.839.419.8 m/s,Great Britain,Spitfire F Mk 24
spitfire_fr_mk14e,Spitfire Fr Mk14E,spitfire_fr_mk14e.png,Spitfire Fr Mk14E,RW_spitfire_fr_mk14e_rw.png,Great Britain,Prendergast's Spitfire FR Mk XIVe,spitfirefrmk14e,Fighter,IV,5.7,"at 8,077 m 730676776698 km/h",23.718.13218.1 m/s,Great Britain,Prendergast's Spitfire FR Mk XIVe
spitfire_ix,Spitfire Ix,spitfire_ix.png,Spitfire Ix,RW_spitfire_ix_rw.png,Great Britain,Spitfire Ix,spitfireix,Fighter,III,4.3,"at 8,537 m 650 km/h",19.5 m/s,USSR,▂Spitfire Mk IXc
spitfire_ix_early,Spitfire Ix Early,spitfire_ix_early.png,Spitfire Ix Early,RW_spitfire_ix_early_rw.png,Great Britain,Spitfire Ix Early,spitfireix,Fighter,III,4.3,"at 8,537 m 650 km/h",19.5 m/s,USSR,▂Spitfire Mk IXc
